symbol,date,n_candidates,chosen,settle,rejected,rejected_settles,reason
MCL,2016-01-20,4,id238629,28.35,id238629|id490640|id490640,28.35|26.55|26.55,matches next day (roll already happened)
MCL,2016-02-22,4,id633738,33.39,id238629|id238629|id633738,31.48|31.48|33.39,matches next day (roll already happened)
MCL,2016-05-20,4,id733636,48.41,id253153|id253153|id733636,47.75|47.75|48.41,matches next day (roll already happened)
MCL,2016-08-22,4,id526523,47.41,id526523|id140611|id140611,47.41|47.05|47.05,matches next day (roll already happened)
MCL,2016-11-21,4,id784319,48.24,id784319|id303804|id303804,48.24|47.49|47.49,matches next day (roll already happened)
MCL,2016-12-20,4,id468198,53.3,id468198|id784319|id784319,53.3|52.23|52.23,matches next day (roll already happened)
MCL,2017-01-20,4,id461443,53.22,id461443|id468198|id468198,53.22|52.42|52.42,matches next day (roll already happened)
MCL,2017-10-20,4,id18179,51.84,id18179|id660580|id660580,51.84|51.47|51.47,matches next day (roll already happened)
MCL,2017-11-20,4,id800225,56.42,id18179|id18179|id800225,56.09|56.09|56.42,matches next day (roll already happened)
MCL,2018-01-22,4,id669714,63.57,id253894|id253894|id669714,63.49|63.49|63.57,matches next day (roll already happened)
MCL,2018-02-20,4,id477338,61.79,id477338|id669714|id669714,61.79|61.9|61.9,matches next day (roll already happened)
MCL,2018-04-20,4,id45928,68.4,id45928|id545967|id545967,68.4|68.38|68.38,matches next day (roll already happened)
MCL,2018-07-20,4,id738344,68.26,id253896|id253896|id738344,70.46|70.46|68.26,matches next day (roll already happened)
MCL,2018-11-19,4,id110955,57.2,id110955|id60391|id60391,57.2|56.76|56.76,matches next day (roll already happened)
MCL,2019-01-22,4,id79323,53.01,id303281|id303281|id79323,52.57|52.57|53.01,matches next day (roll already happened)
MCL,2019-09-20,4,id405685,58.09,id405685|id82818|id82818,58.09|58.09|58.09,matches next day (roll already happened)
MCL,2019-12-19,4,id750664,61.18,id173724|id173724|id750664,61.22|61.22|61.18,matches next day (roll already happened)
MCL,2020-01-21,4,id558279,58.38,id558279|id750664|id750664,58.38|58.34|58.34,matches next day (roll already happened)
MCL,2020-03-20,4,id22770,22.63,id22770|id496408|id496408,22.63|22.43|22.43,matches next day (roll already happened)
MCL,2020-04-21,4,id653814,11.57,id22770|id22770|id653814,10.01|10.01|11.57,matches next day (roll already happened)
MCL,2020-05-19,4,id105602,31.96,id653814|id653814|id105602,32.5|32.5|31.96,matches next day (roll already happened)
MCL,2020-11-20,4,id66414,42.42,id207193|id207193|id66414,42.15|42.15|42.42,matches next day (roll already happened)
MCL,2020-12-21,4,id362120,47.97,id66414|id66414|id362120,47.74|47.74|47.97,matches next day (roll already happened)
MCL,2021-01-20,4,id169953,53.31,id169953|id362120|id362120,53.31|53.24|53.24,matches next day (roll already happened)
MCL,2021-02-22,4,id746868,61.7,id169953|id169953|id746868,61.49|61.49|61.7,matches next day (roll already happened)
MCL,2021-08-20,4,id581506,62.14,id581506|id773890|id773890,62.14|62.32|62.32,matches next day (roll already happened)
MCL,2021-11-19,4,id459060,75.94,id415463|id415463|id459060,76.1|76.1|75.94,matches next day (roll already happened)
MCL,2022-02-22,4,id620966,91.91,id237359|id237359|id620966,92.35|92.35|91.91,matches next day (roll already happened)
MCL,2022-05-20,4,id428598,110.28,id351646|id351646|id428598,113.23|113.23|110.28,matches next day (roll already happened)
MCL,2022-09-20,4,id248412,83.94,id248412|id437929|id437929,83.94|84.45|84.45,matches next day (roll already happened)
MCL,2022-11-21,4,id93419,80.04,id495655|id495655|id93419,79.73|79.73|80.04,matches next day (roll already happened)
MCL,2022-12-20,4,id255319,76.23,id255319|id93419|id93419,76.23|76.09|76.09,matches next day (roll already happened)
MCL,2023-01-20,4,id701062,81.64,id701062|id255319|id255319,81.64|81.31|81.31,matches next day (roll already happened)
MCL,2023-10-20,4,id215236,88.08,id215236|id710431|id710431,88.08|88.75|88.75,matches next day (roll already happened)
MCL,2023-11-20,4,id78460,77.83,id215236|id215236|id78460,77.6|77.6|77.83,matches next day (roll already happened)
MCL,2024-01-22,4,id463194,74.76,id463194|id686071|id686071,74.76|75.19|75.19,matches next day (roll already happened)
MCL,2024-09-20,4,id230943,71.0,id230943|id392826|id392826,71.0|71.92|71.92,matches next day (roll already happened)
MCL,2024-12-19,4,id615689,69.38,id38601|id38601|id615689,69.91|69.91|69.38,matches next day (roll already happened)
MCL,2025-01-21,4,id37014,75.83,id37014|id615689|id615689,75.83|75.89|75.89,matches next day (roll already happened)
MCL,2025-02-20,4,id625061,72.48,id37014|id37014|id625061,72.57|72.57|72.48,matches next day (roll already happened)
MCL,2025-06-20,4,id209884,73.84,id209884|id402185|id402185,73.84|74.93|74.93,matches next day (roll already happened)
MCL,2025-12-19,4,id383438,56.52,id383438|id240384|id240384,56.52|56.66|56.66,matches next day (roll already happened)
MCL,2026-01-20,4,id191166,60.36,id191166|id383438|id383438,60.36|60.34|60.34,matches next day (roll already happened)
MCL,2026-02-20,4,id768197,66.48,id191166|id191166|id768197,66.39|66.39|66.48,matches next day (roll already happened)
MCL,2026-03-20,4,id169926,98.23,id169926|id768197|id768197,98.23|98.32|98.32,matches next day (roll already happened)
MES,2019-06-21,4,id7859,2950.5,id7849|id7849|id7859,2953.9|2953.9|2950.5,matches next day (roll already happened)
MES,2019-09-20,4,id7868,2989.5,id7868|id7859|id7859,2989.5|3013.61|3013.61,matches next day (roll already happened)
MES,2019-12-20,4,id8001,3225.75,id7868|id7868|id8001,3231.02|3231.02|3225.75,matches next day (roll already happened)
MES,2020-03-20,4,id8034,2288.5,id8001|id8001|id8034,2437.98|2437.98|2288.5,matches next day (roll already happened)
MES,2020-06-19,4,id20871,3059.5,id8034|id8034|id20871,3161.26|3161.26|3059.5,matches next day (roll already happened)
MES,2020-09-18,4,id24948,3316.25,id20871|id20871|id24948,3353.6|3353.6|3316.25,matches next day (roll already happened)
MES,2020-12-18,4,id8963,3706.25,id8963|id24948|id24948,3706.25|3726.25|3726.25,matches next day (roll already happened)
MES,2021-03-19,4,id18659,3899.75,id18659|id8963|id8963,3899.75|3912.62|3912.62,matches next day (roll already happened)
MES,2021-06-18,4,id2055,4153.5,id18659|id18659|id2055,4187.25|4187.25|4153.5,matches next day (roll already happened)
MES,2021-09-17,4,id3196,4421.75,id3196|id2055|id2055,4421.75|4464.33|4464.33,matches next day (roll already happened)
MES,2021-12-17,4,id11355,4610.0,id11355|id3196|id3196,4610.0|4636.46|4636.46,matches next day (roll already happened)
MES,2022-03-18,4,id13615,4453.5,id11355|id11355|id13615,4409.35|4409.35|4453.5,matches next day (roll already happened)
MES,2022-06-17,4,id10039,3675.75,id10039|id13615|id13615,3675.75|3663.76|3663.76,matches next day (roll already happened)
MES,2022-09-16,4,id10299,3890.0,id10039|id10039|id10299,3871.24|3871.24|3890.0,matches next day (roll already happened)
MES,2022-12-16,4,id2080,3879.0,id2080|id10299|id10299,3879.0|3871.47|3871.47,matches next day (roll already happened)
MES,2023-03-17,4,id9270,3947.0,id2080|id2080|id9270,3957.05|3957.05|3947.0,matches next day (roll already happened)
MES,2023-06-16,4,id2922,4453.75,id2922|id9270|id9270,4453.75|4453.35|4453.35,matches next day (roll already happened)
MES,2023-09-15,4,id24925,4498.0,id2922|id2922|id24925,4491.72|4491.72|4498.0,matches next day (roll already happened)
MES,2023-12-15,4,id763,4768.0,id24925|id24925|id763,4694.27|4694.27|4768.0,matches next day (roll already happened)
MES,2024-03-15,4,id13804,5182.75,id763|id763|id13804,5101.67|5101.67|5182.75,matches next day (roll already happened)
MES,2024-06-21,4,id7114,5534.25,id13804|id13804|id7114,5471.89|5471.89|5534.25,matches next day (roll already happened)
MES,2024-09-20,4,id42034014,5762.0,id7114|id7114|id42034014,5699.99|5699.99|5762.0,matches next day (roll already happened)
MES,2024-12-20,4,id42005347,6001.75,id42005347|id42034014|id42034014,6001.75|5840.26|5840.26,matches next day (roll already happened)
MES,2025-03-21,4,id42003627,5718.25,id42003627|id42005347|id42005347,5718.25|5617.8|5617.8,matches next day (roll already happened)
MES,2025-06-20,4,id42002651,6018.0,id42003627|id42003627|id42002651,6010.21|6010.21|6018.0,matches next day (roll already happened)
MES,2025-09-19,4,id42004164,6722.5,id42002651|id42002651|id42004164,6658.77|6658.77|6722.5,matches next day (roll already happened)
MES,2025-12-19,4,id42003800,6887.25,id42004164|id42004164|id42003800,6796.54|6796.54|6887.25,matches next day (roll already happened)
MES,2026-03-20,4,id42005163,6559.0,id42003800|id42003800|id42005163,6594.63|6594.63|6559.0,matches next day (roll already happened)
MES,2026-06-18,4,id42003239,7570.75,id42003239|id42005163|id42005163,7570.75|7508.43|7508.43,matches next day (roll already happened)
MGC,2010-06-28,4,id102338,1238.2,id197009|id197009|id102338,1238.2|1238.2|1238.2,matches next day (roll already happened)
MGC,2010-07-28,4,id104313,1160.4,id102338|id102338|id104313,1160.4|1160.4|1160.4,matches next day (roll already happened)
MGC,2010-08-27,4,id115287,1235.6,id115287|id104313|id104313,1235.6|1236.0|1236.0,matches next day (roll already happened)
MGC,2010-09-28,4,id145539,1306.6,id115287|id115287|id145539,1306.6|1306.6|1306.6,matches next day (roll already happened)
MGC,2010-10-27,4,id125866,1322.2,id145539|id145539|id125866,1322.2|1322.2|1322.2,matches next day (roll already happened)
MGC,2010-11-26,4,id197012,1362.4,id125866|id125866|id197012,1362.3|1362.3|1362.4,matches next day (roll already happened)
MGC,2010-12-29,4,id153046,1413.1,id153046|id197012|id197012,1413.1|1413.1|1413.1,matches next day (roll already happened)
MGC,2011-01-27,4,id102263,1318.4,id153046|id153046|id102263,1318.4|1318.4|1318.4,matches next day (roll already happened)
MGC,2011-02-24,4,id193902,1415.2,id102263|id102263|id193902,1415.3|1415.3|1415.2,matches next day (roll already happened)
MGC,2011-03-29,4,id116332,1416.2,id193902|id193902|id116332,1416.0|1416.0|1416.2,matches next day (roll already happened)
MGC,2011-04-27,4,id153757,1516.6,id116332|id116332|id153757,1516.7|1516.7|1516.6,matches next day (roll already happened)
MGC,2011-05-26,4,id197015,1522.8,id153757|id153757|id197015,1522.8|1522.8|1522.8,matches next day (roll already happened)
MGC,2011-06-28,4,id138299,1499.7,id138299|id197015|id197015,1499.7|1499.7|1499.7,matches next day (roll already happened)
MGC,2011-07-27,4,id107159,1615.1,id107159|id138299|id138299,1615.1|1615.0|1615.0,matches next day (roll already happened)
MGC,2011-08-29,4,id129821,1788.5,id107159|id107159|id129821,1788.4|1788.4|1788.5,matches next day (roll already happened)
MGC,2011-09-28,4,id103821,1616.1,id103821|id129821|id129821,1616.1|1616.3|1616.3,matches next day (roll already happened)
MGC,2011-10-27,4,id276,1746.7,id276|id103821|id103821,1746.7|1746.7|1746.7,matches next day (roll already happened)
MGC,2011-11-28,4,id197210,1710.8,id197210|id276|id276,1710.8|1710.8|1710.8,matches next day (roll already happened)
MGC,2011-12-28,4,id897,1563.0,id197210|id197210|id897,1562.9|1562.9|1563.0,matches next day (roll already happened)
MGC,2012-01-27,4,id143862,1732.2,id143862|id897|id897,1732.2|1731.8|1731.8,matches next day (roll already happened)
MGC,2012-02-27,4,id62967,1773.6,id143862|id143862|id62967,1773.6|1773.6|1773.6,matches next day (roll already happened)
MGC,2012-03-28,4,id169060,1657.9,id62967|id62967|id169060,1657.9|1657.9|1657.9,matches next day (roll already happened)
MGC,2012-04-26,4,id70521,1659.6,id169060|id169060|id70521,1659.6|1659.6|1659.6,matches next day (roll already happened)
MGC,2012-05-29,4,id100686,1548.7,id70521|id70521|id100686,1548.6|1548.6|1548.7,matches next day (roll already happened)
MGC,2012-06-27,4,id30341,1577.6,id100686|id100686|id30341,1577.5|1577.5|1577.6,matches next day (roll already happened)
MGC,2012-07-27,4,id171052,1618.0,id171052|id30341|id30341,1618.0|1617.9|1617.9,matches next day (roll already happened)
MGC,2012-08-29,4,id17740,1659.5,id171052|id171052|id17740,1659.8|1659.8|1659.5,matches next day (roll already happened)
MGC,2013-01-29,4,id170024,1660.8,id170024|id193532|id193532,1660.8|1660.7|1660.7,matches next day (roll already happened)
MGC,2013-02-26,4,id399735,1615.0,id170024|id170024|id399735,1615.2|1615.2|1615.0,matches next day (roll already happened)
MGC,2013-04-26,4,id87537,1453.6,id118305|id118305|id87537,1453.6|1453.6|1453.6,matches next day (roll already happened)
MGC,2014-01-29,4,id99832,1262.2,id99832|id485|id485,1262.2|1262.2|1262.2,matches next day (roll already happened)
MGC,2014-02-26,4,id59720,1328.0,id59720|id99832|id99832,1328.0|1328.2|1328.2,matches next day (roll already happened)
MGC,2014-09-26,4,id237954,1214.1,id237954|id660|id660,1214.1|1214.1|1214.1,matches next day (roll already happened)
MGC,2014-11-25,4,id152343,1197.1,id152343|id964|id964,1197.1|1197.1|1197.1,matches next day (roll already happened)
MGC,2014-12-29,4,id795,1181.7,id152343|id152343|id795,1181.7|1181.7|1181.7,matches next day (roll already happened)
MGC,2015-03-27,4,id149695,1199.8,id413|id413|id149695,1199.8|1199.8|1199.8,matches next day (roll already happened)
MGC,2015-06-26,4,id23374,1172.9,id23374|id140855|id140855,1172.9|1172.9|1172.9,matches next day (roll already happened)
MGC,2015-11-25,4,id122816,1070.0,id122816|id24592|id24592,1070.0|1070.5|1070.5,matches next day (roll already happened)
MGC,2015-12-29,4,id70390,1068.3,id70390|id122816|id122816,1068.3|1077.5|1077.5,matches next day (roll already happened)
MGC,2016-01-27,4,id77179,1115.8,id70390|id70390|id77179,1116.1|1116.1|1115.8,matches next day (roll already happened)
MGC,2016-02-25,4,id30118,1238.2,id30118|id77179|id77179,1238.2|1238.2|1238.2,matches next day (roll already happened)
MGC,2016-11-28,4,id140396,1190.8,id140396|id46960|id46960,1190.8|1190.6|1190.6,matches next day (roll already happened)
MGC,2016-12-28,4,id206,1139.2,id140396|id140396|id206,1139.4|1139.4|1139.2,matches next day (roll already happened)
MGC,2017-01-27,4,id2188,1188.4,id2188|id206|id206,1188.4|1188.1|1188.1,matches next day (roll already happened)
MGC,2017-02-24,4,id225403,1256.8,id2188|id2188|id225403,1256.9|1256.9|1256.8,matches next day (roll already happened)
MGC,2017-03-29,4,id805,1253.7,id225403|id225403|id805,1253.4|1253.4|1253.7,matches next day (roll already happened)
MGC,2017-05-26,4,id160078,1268.1,id160078|id83262|id83262,1268.1|1267.6|1267.6,matches next day (roll already happened)
MGC,2017-06-28,4,id80917,1247.5,id160078|id160078|id80917,1248.0|1248.0|1247.5,matches next day (roll already happened)
MGC,2017-10-27,4,id29293,1268.2,id29293|id125944|id125944,1268.2|1268.5|1268.5,matches next day (roll already happened)
MGC,2017-11-28,4,id60173,1294.9,id29293|id29293|id60173,1294.7|1294.7|1294.9,matches next day (roll already happened)
MGC,2017-12-27,4,id30205,1288.3,id30205|id60173|id60173,1288.3|1287.0|1287.0,matches next day (roll already happened)
MGC,2018-01-29,4,id15562,1340.3,id15562|id30205|id30205,1340.3|1339.8|1339.8,matches next day (roll already happened)
MGC,2018-02-26,4,id221226,1330.3,id15562|id15562|id221226,1330.7|1330.7|1330.3,matches next day (roll already happened)
MGC,2018-07-27,4,id178970,1223.0,id3012|id3012|id178970,1222.6|1222.6|1223.0,matches next day (roll already happened)
MGC,2018-11-28,4,id276142,1223.6,id276142|id37773|id37773,1223.6|1221.4|1221.4,matches next day (roll already happened)
MGC,2018-12-27,4,id55542,1277.4,id276142|id276142|id55542,1277.3|1277.3|1277.4,matches next day (roll already happened)
MGC,2019-02-26,4,id346,1325.3,id346|id32257|id32257,1325.3|1325.1|1325.1,matches next day (roll already happened)
MGC,2019-04-26,4,id67705,1285.5,id14651|id14651|id67705,1284.9|1284.9|1285.5,matches next day (roll already happened)
MGC,2019-12-27,4,id28076,1514.3,id28076|id116834|id116834,1514.3|1513.8|1513.8,matches next day (roll already happened)
MGC,2020-01-29,4,id113040,1570.4,id113040|id28076|id28076,1570.4|1569.8|1569.8,matches next day (roll already happened)
MGC,2020-02-26,4,id14216,1640.4,id113040|id113040|id14216,1640.0|1640.0|1640.4,matches next day (roll already happened)
MGC,2020-03-27,4,id42623,1625.0,id42623|id14216|id14216,1625.0|1623.9|1623.9,matches next day (roll already happened)
MGC,2020-06-26,4,id4807,1773.3,id4807|id1026|id1026,1773.3|1772.5|1772.5,matches next day (roll already happened)
MGC,2020-11-25,4,id422,1805.5,id2733|id2733|id422,1805.7|1805.7|1805.5,matches next day (roll already happened)
MGC,2021-01-27,4,id6466,1844.9,id6466|id5276|id5276,1844.9|1844.9|1844.9,matches next day (roll already happened)
MGC,2021-02-24,4,id37830,1796.6,id37830|id6466|id6466,1796.6|1796.4|1796.4,matches next day (roll already happened)
